Card ID,Non-Foil,Foil,Hyperspace,F-Hyperspace,Playset,Total,Tradeable,Missing,Rarity,Unique,Aspect(s),Unnamed: 12,Card Name,Cost,Power,HP,Arena,Keyword(s),Type(s),Trait(s),Restricted,Banned,Errata,SET NAME,SPARK OF REBELLION,Source_Sheet,Pilot HP,Legends of the Force
149,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,Heroism,Nite Owl Skirmisher,3,4.0,3.0,Ground,Smuggle,Unit,"Mandalorian, Trooper",nan,nan,nan,nan,nan,SHD,,
150,nan,nan,nan,nan,nan,0,NO,3,R,nan,Aggression,Heroism,Koska Reeves,4,4.0,5.0,Ground,nan,Unit,"Mandalorian, Trooper",nan,nan,nan,nan,nan,SHD,,
151,nan,nan,nan,nan,nan,0,NO,3,U,nan,Aggression,Heroism,Valiant Assault Ship,4,3.0,4.0,Space,Saboteur,Unit,"Fringe, Vehicle, Transport",nan,nan,nan,nan,nan,SHD,,
152,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,Heroism,Desperado Freighter,5,5.0,6.0,Space,nan,Unit,"Underworld, Vehicle, Transport",nan,nan,nan,nan,nan,SHD,,
153,nan,nan,nan,nan,nan,0,NO,3,L,nan,Aggression,Heroism,Poe Dameron,5,6.0,6.0,Ground,nan,Unit,Resistance,nan,nan,nan,nan,nan,SHD,,
154,nan,nan,nan,nan,nan,0,NO,3,R,nan,Aggression,Heroism,Wrecker,6,7.0,6.0,Ground,Overwhelm,Unit,"Fringe, Clone",nan,nan,nan,nan,nan,SHD,,
155,nan,nan,nan,nan,nan,0,NO,3,R,nan,Aggression,Heroism,Heroic Resolve,1,nan,nan,nan,Overwhelm,Upgrade,Innate,nan,nan,nan,nan,nan,SHD,,
156,nan,nan,nan,nan,nan,0,NO,3,U,nan,Aggression,Heroism,Cripple Authority,2,nan,nan,nan,nan,Event,Trick,nan,nan,nan,nan,nan,SHD,,
157,nan,nan,nan,nan,nan,0,NO,3,U,nan,Aggression,Aggression,Bo-Katan Kryze,2,3.0,3.0,Ground,nan,Unit,"Mandalorian, Trooper",nan,nan,nan,nan,nan,SHD,,
158,nan,nan,nan,nan,nan,0,NO,3,R,nan,Aggression,Aggression,Wild Rancor,6,6.0,8.0,Ground,Overwhelm,Unit,Creature,nan,nan,nan,nan,nan,SHD,,
159,nan,nan,nan,nan,nan,0,NO,3,R,nan,Aggression,Aggression,The Chaos of War,3,nan,nan,nan,nan,Event,Plan,nan,nan,nan,nan,nan,SHD,,
160,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Reckless Gunslinger,1,2.0,1.0,Ground,Smuggle,Unit,Underworld,nan,nan,nan,nan,nan,SHD,,
161,nan,nan,nan,nan,nan,0,NO,3,R,nan,Aggression,nan,Stolen Landspeeder,1,3.0,2.0,Ground,Bounty,Unit,"Underworld, Vehicle, Speeder",nan,nan,nan,nan,nan,SHD,,
162,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,House Kast Soldier,2,2.0,3.0,Ground,Saboteur,Unit,"Mandalorian, Trooper",nan,nan,nan,nan,nan,SHD,,
163,nan,nan,nan,nan,nan,0,NO,3,R,nan,Aggression,nan,Migs Mayfeld,2,2.0,2.0,Ground,nan,Unit,Underworld,nan,nan,nan,nan,nan,SHD,,
164,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Rhokai Gunship,2,2.0,1.0,Space,nan,Unit,"Underworld, Vehicle, Fighter",nan,nan,nan,nan,nan,SHD,,
165,nan,nan,nan,nan,nan,0,NO,3,U,nan,Aggression,nan,Unlicensed Headhunter,2,3.0,2.0,Space,"Saboteur, Bounty",Unit,"Underworld, Vehicle, Fighter",nan,nan,nan,nan,nan,SHD,,
166,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Disabling Fang Fighter,3,3.0,2.0,Space,nan,Unit,"Mandalorian, Vehicle, Fighter",nan,nan,nan,nan,nan,SHD,,
167,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Wanted Insurgents,3,4.0,4.0,Ground,Bounty,Unit,Rebel,nan,nan,nan,nan,nan,SHD,,
168,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Hunting Nexu,4,4.0,4.0,Ground,Raid,Unit,Creature,nan,nan,nan,nan,nan,SHD,,
169,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Clan Challengers,5,3.0,6.0,Ground,"Raid, Overwhelm",Unit,"Mandalorian, Trooper",nan,nan,nan,nan,nan,SHD,,
170,nan,nan,nan,nan,nan,0,NO,3,U,nan,Aggression,nan,IG-11,5,6.0,5.0,Ground,nan,Unit,"Droid, Bounty Hunter",nan,nan,nan,nan,nan,SHD,,
171,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Covetous Rivals,6,5.0,5.0,Ground,"Grit, Bounty",Unit,Bounty Hunter,nan,nan,nan,nan,nan,SHD,,
172,nan,nan,nan,nan,nan,0,NO,3,L,nan,Aggression,nan,Krayt Dragon,9,10.0,10.0,Ground,Overwhelm,Unit,Creature,nan,nan,nan,nan,nan,SHD,,
173,nan,nan,nan,nan,nan,0,NO,3,U,nan,Aggression,nan,Guild Target,0,nan,nan,nan,Bounty,Unit,"Bounty, Condition",nan,nan,nan,nan,nan,SHD,,
174,nan,nan,nan,nan,nan,0,NO,3,R,nan,Aggression,nan,Hotshot DL-44 Blaster,1,2.0,0.0,nan,Smuggle,Unit,"Item, Weapon",nan,nan,nan,nan,nan,SHD,,
175,nan,nan,nan,nan,nan,0,NO,3,U,nan,Aggression,nan,Armed to the Teeth,2,2.0,0.0,nan,Smuggle,Upgrade,"Supply, Weapon",nan,nan,nan,nan,nan,SHD,,
176,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Death Mark,2,nan,nan,nan,Bounty,Upgrade,"Bounty, Condition",nan,nan,nan,nan,nan,SHD,,
177,nan,nan,nan,nan,nan,0,NO,3,R,nan,Aggression,nan,Vambrace Flamethrower,2,1.0,1.0,nan,nan,Upgrade,"Item, Armor, Weapon",nan,nan,nan,nan,nan,SHD,,
178,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Daring Raid,1,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,SHD,,
179,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Desperate Attack,1,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,SHD,,
180,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Detention Block Rescue,3,nan,nan,nan,nan,Event,Gambit,nan,nan,nan,nan,nan,SHD,,
181,nan,nan,nan,nan,nan,0,NO,3,C,nan,Aggression,nan,Pillage,4,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,SHD,,
182,nan,nan,nan,nan,nan,0,NO,3,U,nan,Aggression,nan,Bravado,5,nan,nan,nan,nan,Event,Innate,nan,nan,nan,nan,nan,SHD,,
183,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,Villainy,Kintan Intimidator,1,1.0,4.0,Ground,nan,Unit,Underworld,nan,nan,nan,nan,nan,SHD,,
184,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,Villainy,Bazine Netal,2,1.0,3.0,Ground,Smuggle,Unit,Underworld,nan,nan,nan,nan,nan,SHD,,
185,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,Villainy,Doctor Evazan,2,3.0,3.0,Ground,"Shielded, Bounty",Unit,Underworld,nan,nan,nan,nan,nan,SHD,,
186,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,Villainy,Hunter of the Haxion Brood,3,4.0,3.0,Ground,"Bounty, Shielded",Unit,"Underworld, Bounty Hunter",nan,nan,nan,nan,nan,SHD,,
187,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,Villainy,Lurking TIE Phantom,3,2.0,2.0,Space,Raid 2,Unit,"Imperial, Vehicle, Fighter",nan,nan,nan,nan,nan,SHD,,
188,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,Villainy,4-LOM,4,4.0,4.0,Ground,Ambush,Unit,"Underworld, Droid, Bounty Hunter",nan,nan,nan,nan,nan,SHD,,
189,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,Villainy,Slaver's Freighter,5,4.0,5.0,Space,nan,Unit,"Underworld, Vehicle, Transport",nan,nan,nan,nan,nan,SHD,,
190,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,Villainy,Zuckuss,5,6.0,6.0,Ground,Saboteur,Unit,"Underworld, Bounty Hunter",nan,nan,nan,nan,nan,SHD,,
191,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,Villainy,Xanadu Blood,6,4.0,6.0,Space,Raid 2,Unit,"Underworld, Vehicle, Fighter",nan,nan,nan,nan,nan,SHD,,
192,nan,nan,nan,nan,nan,0,NO,3,L,nan,Cunning,Villainy,Dryden Vos,7,5.0,7.0,Ground,Shielded,Unit,Underworld,nan,nan,nan,nan,nan,SHD,,
193,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,Villainy,Frozen in Carbonite,3,nan,nan,nan,nan,Upgrade,Condition,nan,nan,nan,nan,nan,SHD,,
194,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,Villainy,Triple Dark Raid,3,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,SHD,,
195,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,Heroism,Cartel Turncoat,1,2.0,3.0,Ground,Bounty,Unit,"Underworld, Vehicle, Fighter",nan,nan,nan,nan,nan,SHD,,
196,nan,nan,nan,nan,nan,0,NO,3,S,nan,Cunning,Heroism,Grogu,2,0.0,5.0,Ground,nan,Unit,Force,nan,nan,nan,nan,nan,SHD,,
197,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,Heroism,L3-37,2,2.0,2.0,Ground,Smuggle,Unit,"Underworld, Droid",nan,nan,nan,nan,nan,SHD,,
198,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,Heroism,Omega,2,2.0,2.0,Ground,nan,Unit,"Fringe, Clone",nan,nan,nan,nan,nan,SHD,,
199,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,Heroism,Coruscant Dissident,3,3.0,4.0,Ground,nan,Unit,"Underworld, Twi'lek",nan,nan,nan,nan,nan,SHD,,
200,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,Heroism,Liberated Slaves,3,3.0,5.0,Ground,nan,Unit,"Fringe, Droid, Twi'lek, Wookiee",nan,nan,nan,nan,nan,SHD,,
201,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,Heroism,Principled Outlaw,4,4.0,4.0,Ground,Smuggle,Unit,Underworld,nan,nan,nan,nan,nan,SHD,,
202,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,Heroism,Qi'ra,4,3.0,5.0,Ground,nan,Unit,Underworld,nan,nan,nan,nan,nan,SHD,,
203,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,Heroism,Zorii Bliss,5,4.0,7.0,Ground,Smuggle,Unit,Underworld,nan,nan,nan,nan,nan,SHD,,
204,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,Heroism,Millennium Falcon,6,5.0,5.0,Space,"Ambush, Smuggle",Unit,"Underworld, Vehicle, Transport",nan,nan,nan,nan,nan,SHD,,
205,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,Heroism,Let the Wookiee Win,2,nan,nan,nan,nan,Event,Trick,nan,nan,nan,nan,nan,SHD,,
206,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,Heroism,Spare the Target,3,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,SHD,,
207,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,Cunning,A New Adventure,2,nan,nan,nan,nan,Event,Gambit,nan,nan,nan,nan,nan,SHD,,
208,nan,nan,nan,nan,nan,0,NO,3,L,nan,Cunning,Cunning,Final Showdown,6,nan,nan,nan,nan,Event,Gambit,nan,nan,nan,nan,nan,SHD,,
209,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Criminal Muscle,1,2.0,1.0,Ground,nan,Unit,Underworld,nan,nan,nan,nan,nan,SHD,,
210,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Cloud-Rider,2,3.0,1.0,Ground,Ambush,Unit,Underworld,nan,nan,nan,nan,nan,SHD,,
211,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Fugitive Wookiee,2,3.0,3.0,Ground,Bounty,Unit,Wookiee,nan,nan,nan,nan,nan,SHD,,
212,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Privateer Scyk,2,2.0,2.0,Space,Shielded,Unit,"Fringe, Vehicle, Fighter",nan,nan,nan,nan,nan,SHD,,
213,nan,nan,nan,nan,nan,0,NO,3,L,nan,Cunning,nan,DJ,3,3.0,5.0,Ground,Smuggle,Unit,Underworld,nan,nan,nan,nan,nan,SHD,,
214,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Frontier Trader,3,2.0,2.0,Ground,nan,Unit,"Fringe, Jawa",nan,nan,nan,nan,nan,SHD,,
215,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Smuggler's Starfighter,3,2.0,2.0,Space,Smuggle,Unit,"Underworld, Vehicle, Transport",nan,nan,nan,nan,nan,SHD,,
216,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Chain Code Collector,4,4.0,2.0,Ground,"Ambush, Bounty",Unit,"Underworld, Bounty Hunter",nan,nan,nan,nan,nan,SHD,,
217,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,nan,Tobias Beckett,4,4.0,5.0,Ground,Smuggle,Unit,Underworld,nan,nan,nan,nan,nan,SHD,,
218,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Resourceful Pursuers,5,5.0,6.0,Ground,Saboteur,Unit,Bounty Hunter,nan,nan,nan,nan,nan,SHD,,
219,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,nan,Enfys Nest,6,5.0,4.0,Ground,Ambush,Unit,Underworld,nan,nan,nan,nan,nan,SHD,,
220,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,nan,Fennec Shand,7,4.0,6.0,Ground,Ambush,Unit,Underworld,nan,nan,nan,nan,nan,SHD,,
221,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Wanted,0,nan,nan,nan,Bounty,Upgrade,"Bounty, Condition",nan,nan,nan,nan,nan,SHD,,
222,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,nan,Enticing Reward,1,nan,nan,nan,Bounty,Upgrade,"Bounty, Condition",nan,nan,nan,nan,nan,SHD,,
223,nan,nan,nan,nan,nan,0,NO,3,S,nan,Cunning,nan,Snapshot Reflexes,1,1.0,1.0,nan,nan,Upgrade,Learned,nan,nan,nan,nan,nan,SHD,,
224,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,nan,Boba Fett's Armor,2,2.0,2.0,nan,nan,Upgrade,"Item, Armor",nan,nan,nan,nan,nan,SHD,,
225,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,nan,Jetpack,2,2.0,0.0,nan,Smuggle,Upgrade,"Item, Armor",nan,nan,nan,nan,nan,SHD,,
226,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,nan,Unrefusable Offer,2,nan,nan,nan,Bounty,Upgrade,"Bounty, Condition",nan,nan,nan,nan,nan,SHD,,
227,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Look the Other Way,0,nan,nan,nan,nan,Event,Trick,nan,nan,nan,nan,nan,SHD,,
228,nan,nan,nan,nan,nan,0,NO,3,U,nan,Cunning,nan,Bounty Posting,1,nan,nan,nan,nan,Event,Plan,nan,nan,nan,nan,nan,SHD,,
229,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Ma Klounkee,1,nan,nan,nan,nan,Event,"Underworld, Trick",nan,nan,nan,nan,nan,SHD,,
230,nan,nan,nan,nan,nan,0,NO,3,R,nan,Cunning,nan,Swoop Down,1,nan,nan,nan,Saboteur,Event,Tactic,nan,nan,nan,nan,nan,SHD,,
231,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Surprise Strike,2,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,SHD,,
232,nan,nan,nan,nan,nan,0,NO,3,C,nan,Cunning,nan,Relentless Pursuit,3,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,SHD,,
233,nan,nan,nan,nan,nan,0,NO,3,L,nan,Cunning,nan,Evacuate,6,nan,nan,nan,nan,Event,Tactic,nan,nan,nan,nan,nan,SHD,,
234,nan,nan,nan,nan,nan,0,NO,3,S,nan,Villainy,nan,Incinerator Trooper,2,2.0,2.0,Ground,nan,Unit,"Imperial, Trooper",nan,nan,nan,nan,nan,SHD,,
235,nan,nan,nan,nan,nan,0,NO,3,C,nan,Villainy,nan,Ruthless Assassin,2,3.0,2.0,Ground,Overwhelm,Unit,"Underworld, Bounty Hunter",nan,nan,nan,nan,nan,SHD,,
236,nan,nan,nan,nan,nan,0,NO,3,S,nan,Villainy,nan,Snowtrooper Lieutenant,2,2.0,2.0,Ground,nan,Unit,"Imperial, Trooper",nan,nan,nan,nan,nan,SHD,,
237,nan,nan,nan,nan,nan,0,NO,3,C,nan,Villainy,nan,Black Sun Starfighter,3,3.0,2.0,Space,Sentinel,Unit,"Underworld, Vehicle, Fighter",nan,nan,nan,nan,nan,SHD,,
238,nan,nan,nan,nan,nan,0,NO,3,S,nan,Villainy,nan,Cell Block Guard,3,3.0,3.0,Ground,Sentinel,Unit,"Imperial, Trooper",nan,nan,nan,nan,nan,SHD,,
239,nan,nan,nan,nan,nan,0,NO,3,U,nan,Villainy,nan,Toro Calican,3,3.0,5.0,Ground,nan,Unit,Bounty Hunter,nan,nan,nan,nan,nan,SHD,,
240,nan,nan,nan,nan,nan,0,NO,3,C,nan,Villainy,nan,Hutt's Henchmen,4,3.0,4.0,Ground,Shielded,Unit,Underworld,nan,nan,nan,nan,nan,SHD,,
241,nan,nan,nan,nan,nan,0,NO,3,R,nan,Villainy,nan,Kragan Gorr,6,6.0,6.0,Ground,nan,Unit,Underworld,nan,nan,nan,nan,nan,SHD,,
242,nan,nan,nan,nan,nan,0,NO,3,S,nan,Villainy,nan,Gideon's Light Cruiser,8,7.0,8.0,Space,Overwhelm,Unit,"Imperial, Vehicle, Capital Ship",nan,nan,nan,nan,nan,SHD,,
243,nan,nan,nan,nan,nan,0,NO,3,R,nan,Villainy,nan,Altering the Deal,1,nan,nan,nan,nan,Event,Trick,nan,nan,nan,nan,nan,SHD,,
244,nan,nan,nan,nan,nan,0,NO,3,C,nan,Villainy,nan,No Bargain,3,nan,nan,nan,nan,Event,Trick,nan,nan,nan,nan,nan,SHD,,
245,nan,nan,nan,nan,nan,0,NO,3,S,nan,Heroism,nan,Greef Karga,2,2.0,2.0,Ground,nan,Unit,"Fringe, Official",nan,nan,nan,nan,nan,SHD,,
246,nan,nan,nan,nan,nan,0,NO,3,C,nan,Heroism,nan,Grey Squadron Y-Wing,2,1.0,3.0,Space,nan,Unit,"Rebel, Vehicle, Fighter",nan,nan,nan,nan,nan,SHD,,
247,nan,nan,nan,nan,nan,0,NO,3,C,nan,Heroism,nan,Protector of the Throne,3,2.0,4.0,Ground,Sentinel,Unit,Mandalorian,nan,nan,nan,nan,nan,SHD,,
248,nan,nan,nan,nan,nan,0,NO,3,R,nan,Heroism,nan,Tech,3,2.0,5.0,Ground,Smuggle,Unit,"Fringe, Clone",nan,nan,nan,nan,nan,SHD,,
249,nan,nan,nan,nan,nan,0,NO,3,C,nan,Heroism,nan,Wookiee Warrior,4,2.0,5.0,Ground,Grit ,Unit,Wookiee,nan,nan,nan,nan,nan,SHD,,
250,nan,nan,nan,nan,nan,0,NO,3,R,nan,Heroism,nan,Tarfful,7,3.0,9.0,Ground,Restore 2,Unit,Wookiee,nan,nan,nan,nan,nan,SHD,,
251,nan,nan,nan,nan,nan,0,NO,3,S,nan,Heroism,nan,The Mandalorian's Rifle,3,3.0,0.0,nan,nan,Upgrade,"Item, Weapon",nan,nan,nan,nan,nan,SHD,,
252,nan,nan,nan,nan,nan,0,NO,3,C,nan,Heroism,nan,Smuggler's Aid,1,nan,nan,nan,Smuggle,Event,Supply,nan,nan,nan,nan,nan,SHD,,
Token,nan,nan,nan,nan,nan,0,NO,0,U,nan,Heroism,nan,This Is The Way,2,nan,nan,nan,nan,Event,Supply,nan,nan,nan,nan,nan,SHD,,
Token,nan,nan,nan,nan,nan,0,NO,0,C,nan,nan,nan,Bounty Guild Initiate,1,1.0,2.0,Ground,nan,Unit,Bounty Hunter,nan,nan,nan,nan,nan,SHD,,
253,nan,nan,nan,nan,nan,0,NO,1,U,nan,nan,nan,Lady Proxima,1,0.0,4.0,Ground,nan,Unit,Underworld,nan,nan,nan,nan,nan,SHD,,
254,nan,nan,nan,nan,nan,0,NO,1,U,nan,nan,nan,Mercenary Gunship,2,3.0,2.0,Space,nan,Unit,"Underworld, Vehicle, Fighter",nan,nan,nan,nan,nan,SHD,,
255,nan,nan,nan,nan,nan,0,NO,1,C,nan,nan,nan,Underworld Thug,2,2.0,3.0,Ground,nan,Unit,Underworld,nan,nan,nan,nan,nan,SHD,,
256,nan,nan,nan,nan,nan,0,NO,1,C,nan,nan,nan,Mandalorian Warrior,3,3.0,3.0,Ground,nan,Unit,Mandalorian,nan,nan,nan,nan,nan,SHD,,
257,nan,nan,nan,nan,nan,0,NO,1,C,nan,nan,nan,Twin Pod Cloud Car,3,2.0,2.0,Space,Restore 2,Unit,"Fringe, Vehicle, Fighter",nan,nan,nan,nan,nan,SHD,,
258,nan,nan,nan,nan,nan,0,NO,1,C,nan,nan,nan,Street Gang Recruiter,5,4.0,4.0,Ground,nan,Unit,Underworld,nan,nan,nan,nan,nan,SHD,,
259,nan,nan,nan,nan,nan,0,NO,1,C,nan,nan,nan,Rich Reward,1,nan,nan,nan,Bounty,Upgrade,"Bounty, Condition",nan,nan,nan,nan,nan,SHD,,
260,nan,nan,nan,nan,nan,0,NO,1,S,nan,nan,nan,Confiscate,1,nan,nan,nan,nan,Event,Law,nan,nan,nan,nan,nan,SHD,,
Token,nan,nan,nan,nan,nan,0,NO,1,C,nan,nan,nan,Experience,0,1.0,1.0,nan,nan,Token Upgrade,Learned,nan,nan,nan,nan,nan,SHD,,
Token,nan,nan,nan,nan,nan,0,NO,1,C,nan,nan,nan,Shield,0,nan,nan,nan,nan,Token Upgrade,Armor,nan,nan,nan,nan,nan,SHD,,
001,nan,nan,nan,nan,nan,0,NO,1,R,nan,Vigilance,Villainy,Nala Se,4.0,1.0,7.0,Ground,nan,"Leader, Leader Unit",Kaminoan,nan,nan,nan,Highlight Missing Cards,False,TWL,,
002,nan,nan,nan,nan,nan,0,NO,1,C,nan,Vigilance,Villainy,Nute Gunray,6.0,2.0,8.0,Ground,nan,"Leader, Leader Unit","Separatist, Official",nan,nan,nan,"C = Common
U = Uncommon
R = Rare ","S = Special
L = Legendary",TWL,,
003,nan,nan,nan,nan,nan,0,NO,1,C,nan,Vigilance,Heroism,Obi-Wan Kenobi,6.0,4.0,7.0,Ground,Sentinel,"Leader, Leader Unit","Force, Jedi, Republic",nan,nan,nan,"H = Hyperspace
SC = Showcase",nan,TWL,,
004,nan,nan,nan,nan,nan,0,NO,1,R,nan,Vigilance,Heroism,Yoda,7.0,4.0,9.0,Ground,Restore,"Leader, Leader Unit","Force, Jedi, Republic",nan,nan,nan,Cards needed for a Playset,712,TWL,,
005,nan,nan,nan,nan,nan,0,NO,1,C,nan,Command,Villainy,Count Dooku,7.0,5.0,9.0,Ground,"Overwhelm, Exploit 1","Leader, Leader Unit","Force, Separatist, Sith",nan,nan,nan,"(Only 1x of Leaders, Base, and SCs)",nan,TWL,,
006,nan,nan,nan,nan,nan,0,NO,1,R,nan,Command,Villainy,Wat Tambor,5.0,3.0,6.0,Ground,nan,"Leader, Leader Unit","Separatist, Official",nan,nan,nan,Total Numbers of cards:,Cards to Complete Set,TWL,,
007,nan,nan,nan,nan,nan,0,NO,1,R,nan,Command,Heroism,Captain Rex,5.0,2.0,6.0,Ground,nan,"Leader, Leader Unit","Republic, Clone, Trooper",nan,nan,nan,0,11,TWL,,
008,nan,nan,nan,nan,nan,0,NO,1,C,nan,Command,Heroism,Padmé Amidala,5.0,2.0,7.0,Ground,"Coordinate, Restore 1","Leader, Leader Unit","Naboo, Republic, Official",nan,nan,nan,Short of Playsets,Percentage Complete:,TWL,,
009,nan,nan,nan,nan,nan,0,NO,1,C,nan,Aggression,Villainy,Maul,6.0,6.0,6.0,Ground,Overwhelm,"Leader, Leader Unit","Force, Underworld",nan,nan,nan,701,0.0154494382,TWL,,
010,nan,nan,nan,nan,nan,0,NO,1,R,nan,Aggression,Villainy,Pre Vizsla,5.0,4.0,6.0,Ground,nan,"Leader, Leader Unit","Mandalorian, Trooper",nan,nan,nan,nan,nan,TWL,,
011,nan,nan,nan,nan,nan,0,NO,1,S,nan,Aggression,Heroism,Ahsoka Tano,5.0,3.0,6.0,Ground,Coordinate,"Leader, Leader Unit","Force, Jedi, Republic",nan,nan,nan,nan,nan,TWL,,
012,nan,nan,nan,nan,nan,0,NO,1,C,nan,Aggression,Heroism,Anakin Skywalker,6.0,4.0,7.0,Ground,Overwhelm,"Leader, Leader Unit","Force, Jedi, Republic",nan,nan,nan,nan,nan,TWL,,
013,nan,nan,nan,nan,nan,0,NO,1,R,nan,Aggression,Heroism,Mace Windu,7.0,5.0,8.0,Ground,nan,"Leader, Leader Unit","Force, Jedi, Republic",nan,nan,nan,nan,nan,TWL,,
014,nan,nan,nan,nan,nan,0,NO,1,R,nan,Cunning,Villainy,Asajj Ventress,4.0,3.0,4.0,Ground,nan,"Leader, Leader Unit","Force, Separatist, Sith",nan,nan,nan,nan,nan,TWL,,
015,nan,nan,nan,nan,nan,0,NO,1,S,nan,Cunning,Villainy,General Grievous,6.0,4.0,8.0,Ground,nan,"Leader, Leader Unit","Separatist, Official",nan,nan,nan,nan,nan,TWL,,
016,nan,nan,nan,nan,nan,0,NO,1,R,nan,Cunning,Villainy,Jango Fett,5.0,3.0,7.0,Ground,nan,"Leader, Leader Unit","Underworld, Bounty Hunter",nan,nan,nan,nan,nan,TWL,,
017,nan,nan,nan,nan,nan,0,NO,1,R,nan,Cunning,Heroism,Chancellor Palpatine,nan,nan,nan,Ground,nan,"Leader, Leader Unit","Republic, Official",nan,nan,nan,nan,nan,TWL,,
018,nan,nan,nan,nan,nan,0,NO,1,C,nan,Cunning,Heroism,Quinlan Vos,5.0,3.0,7.0,Ground,nan,"Leader, Leader Unit","Force, Jedi, Republic",nan,nan,nan,nan,nan,TWL,,
019,nan,nan,nan,nan,nan,0,NO,1,R,nan,Vigilance,nan,Pau City,nan,nan,26.0,Ground,nan,Base,nan,nan,nan,nan,nan,nan,TWL,,
020,nan,nan,nan,nan,nan,0,NO,1,C,nan,Vigilance,nan,Sundari,nan,nan,30.0,Ground,nan,Base,nan,nan,nan,nan,nan,nan,TWL,,
021,nan,nan,nan,nan,nan,0,NO,1,C,nan,Vigilance,nan,The Crystal City,nan,nan,30.0,Ground,nan,Base,nan,nan,nan,nan,nan,nan,TWL,,
022,nan,nan,nan,nan,nan,0,NO,1,R,nan,Command,nan,Droid Manufactory,nan,nan,24.0,Ground,nan,Base,nan,nan,nan,nan,nan,nan,TWL,,
